#,Name,MLBAMID,RazzballID,FangraphsID,Team,ESPN_POS,YAHOO_POS
3534,Juan Diaz,673215,673215,sa3003065,WSH,RP,RP
3535,Juan Escarra,641555,641555,sa738605,BAL,1B,1B
3536,Juan Fernandez,667749,667749,sa917824,FA,C,C
3537,Juan Frias,678885,678885,sa3005933,FA,OF,OF
3538,Juan Gamez,670328,670328,sa918731,CHC,RP,RP
3539,Juan Garcia,692450,692450,sa3015632,WSH,3B,3B
3540,Juan Geraldo,681704,681704,sa3005885,MIL,RP,RP
3541,Juan Graterol,492802,5398,5398,ARI,C,C
3542,Juan Guerrero,682648,682648,sa3008759,COL,3B,3B
3543,Juan Herrera,672532,672532,sa3002699,FA,3B,3B
3544,Juan Hillman,663535,663535,sa874796,FA,SP,SP
3545,Juan Jerez,683563,683563,sa3008892,PIT,2B,2B
3546,Juan Lagares,501571,5384,5384,LAA,OF,OF
3547,Juan Lopez,670940,670940,sa3004647,HOU,SP,SP
3548,Juan Loyo,681735,681735,sa3005948,NYM,C,C
3549,Juan Martinez,666638,666638,sa917056,CIN,3B,3B
3550,Juan Mateo,690158,690158,sa3015279,ATL,RP,RP
3551,Juan Mercedes,675195,675195,sa3002818,SEA,SP,SP
3552,Juan Mercedes,683415,683415,sa3008858,FA,OF,OF
3553,Juan Millan,670965,670965,sa922148,FA,3B,3B
3554,Juan Minaya,573668,10341,10341,MIN,RP,RP
3555,Juan Mora,680643,680643,sa3008469,CHC,2B,2B
3556,Juan Morillo,666661,666661,sa917772,SF,SP,SP
3557,Juan Mota,665968,665968,sa917387,CLE,RP,RP
3558,Juan Negret,676002,676002,sa3003430,KC,OF,OF
3559,Juan Nicasio,504379,7731,7731,FA,RP,RP
3560,Juan Pinto,699697,699697,,SEA,P,P
3561,Juan Pizarro,683559,683559,sa3009793,TOR,OF,OF
3562,Juan Querecuto,677603,677603,sa3005721,SEA,SS,SS
3563,Juan Rodriguez,691421,691421,sa3015538,CLE,OF,OF
3564,Juan Santana,678787,678787,sa3005558,FA,OF,OF
3565,Juan Soto,699041,699041,sa3016025,HOU,SP,SP
3566,Juan Soto,665742,665742,20123,WSH,OF,OF
3567,Juan Then,672730,672730,sa3002793,SEA,SP,SP
3568,Juan Uriarte,660842,660842,sa872569,NYM,C,C
3569,Juan Yepez,660766,660766,18400,STL,1B/OF,1B/OF
3570,Juan Zabala,668558,668558,sa913717,LAD,C,C
3571,Juanel Urena,698960,698960,sa3015753,SF,OF,OF
3572,Juanrael Paulino,682096,682096,sa3008190,FA,C,C
3573,Julian Aguiar,687924,687924,sa3017763,CIN,SP,SP
3574,Julian Escobedo,686659,686659,sa3010030,CLE,OF,OF
3575,Julian Fernandez,642759,642759,18341,COL,RP,RP
3576,Julian Garcia,670062,670062,sa918182,PHI,RP,RP
3577,Julian Leon,624645,624645,sa739577,FA,C,C
3578,Julian Merryweather,657240,657240,16703,TOR,RP,RP
3579,Julian Valdez,683674,683674,sa3010656,TOR,RP,RP
3580,Julio Carreras,679734,679734,sa3005598,COL,SS,SS
3581,Julio Carrion,676425,676425,sa3010015,LAD,3B,3B
3582,Julio De La Cruz,672500,672500,sa3003224,FA,2B,2B
3583,Julio Enrique,678294,678294,sa3005503,LAD,OF,OF
3584,Julio Frias,660789,660789,sa873218,ARI,SP,SP
3585,Julio Meza,674466,674466,sa3003423,TB,C,C
3586,Julio Pablo Martinez,679881,679881,sa3005607,TEX,OF,OF
3587,Julio Pinto,642513,642513,sa736965,CIN,RP,RP
3588,Julio Pinto,699207,699207,sa3015812,TEX,2B,2B
3589,Julio Robaina,678789,678789,sa3006817,HOU,SP,SP
3590,Julio Rodriguez,677594,677594,23697,SEA,OF,OF
3591,Julio Rodriguez,667372,667372,sa917669,STL,C,C
3592,Julio Teheran,527054,6797,6797,FA,SP,SP
3593,Julio Urias,628711,14765,14765,LAD,SP,SP
3594,Jumbo Diaz,471822,3397,3397,MIA,RP,RP
3595,Jung Ho Kang,628356,17182,17182,FA,3B,SS/3B
3596,Junichi Tazawa,547749,4079,4079,FA,RP,RP
3597,Juniel Querecuto,578570,12140,,CIN,,
3598,Junior Calderon,683754,683754,sa3008919,KC,3B,3B
3599,Junior Caminero,691406,691406,sa3015532,TB,3B,3B
3600,Junior Del Valle,699285,699285,sa3015825,MIN,OF,OF
3601,Junior Fernandez,658551,658551,18496,STL,RP,RP
3602,Junior Franco,691285,691285,sa3015170,ARI,OF,OF
3603,Junior Garcia,642371,642371,sa737032,ARI,RP,RP
3604,Junior Gonzalez,680854,680854,sa3006221,SEA,C,C
3605,Junior Guerra,448855,5702,5702,FA,RP,RP
3606,Junior Marin,700286,700286,sa3016837,KC,OF,OF
3607,Junior Melo,673235,673235,sa3003385,CIN,C,C
3608,Junior Ortega,678265,678265,sa3008736,FA,OF,OF
3609,Junior Paniagua,683488,683488,sa3008875,TEX,SS,SS
3610,Junior Perez,678577,678577,sa3005744,OAK,OF,OF
3611,Junior Santos,681744,681744,sa3005470,NYM,SP,SP
3612,Juremi Profar,642282,642282,sa736995,FA,3b,3b
3613,Jurickson Profar,595777,10815,10815,SD,1B/OF,1B/2B/ OF
3614,Justice Bigbie,694425,694425,sa3016971,DET,OF,OF
3615,Justice Thompson,681142,681142,sa3017395,CIN,OF,OF
3616,Justin Ammons,687059,687059,sa3011664,TOR,OF,OF
3617,Justin Anderson,605121,605121,16201,TEX,RP,RP
3618,Justin Armbruester,701859,701859,sa3017548,BAL,SP,SP
3619,Justin Bour,571506,9744,9744,FA,1B,1B
3620,Justin Bruihl,677865,677865,23779,LAD,RP,RP
3621,Justin Bullock,668908,668908,sa3005213,MIL,SP,SP
3622,Justin Connell,676667,676667,sa3004884,WSH,OF,OF
3623,Justin Courtney,688896,688896,sa3015069,NYM,RP,RP
3624,Justin Dean,681909,681909,sa3007070,ATL,OF,OF
3625,Justin Dirden,688869,688869,sa3014986,HOU,OF,OF
3626,Justin Donatella,663393,663393,sa875616,FA,SP,SP
3627,Justin Dunn,643290,643290,19268,CIN,SP,SP
3628,Justin Fall,686607,686607,sa3017540,MIA,SP,SP
3629,Justin Farmer,668993,668993,sa3017622,SD,OF,OF
3630,Justin Foscue,679822,679822,sa3014527,TEX,2B,2B
3631,Justin Garza,621057,621057,19784,CLE,RP,RP
3632,Justin Grimm,518748,11720,11720,FA,RP,RP
3633,Justin Guerrera,702478,702478,sa3017082,NYM,2B,2B
3634,Justin Hagenman,663795,663795,sa3008022,LAD,RP,RP
3635,Justin Kelly,702124,702124,sa3017072,TOR,RP,RP
3636,Justin Lange,694367,694367,,NYY,P,P
3637,Justin Lavey,669671,669671,sa3014817,SEA,2B,2B
3638,Justin Lawrence,664875,664875,17639,COL,RP,RP
3639,Justin Lopez,672358,672358,sa3002670,SD,SS,SS
3640,Justin Maese,663359,663359,sa875002,ATL,RP,RP
3641,Justin Martinez,679885,679885,sa3005864,ARI,SP,SP
3642,Justin Meis,701568,701568,sa3017207,PIT,SP,SP
3643,Justin Miller,502522,8580,8580,FA,RP,RP
3644,Justin Nicolino,592593,11754,11754,CIN,SP,SP
3645,Justin Rodriguez,699100,699100,sa3015796,DET,2B,2B
3646,Justin Shafer,596101,596101,16132,FA,RP,RP
3647,Justin Slaten,686580,686580,sa3010309,TEX,SP,SP
3648,Justin Smoak,475253,9054,9054,FA,1B,1B
3649,Justin Steele,657006,657006,17312,CHC,SP,SP
3650,Justin Sterner,686993,686993,sa3014864,TB,RP,RP
3651,Justin Toerner,682109,682109,sa3006735,STL,OF,OF
3652,Justin Topa,623437,623437,15145,MIL,RP,RP
3653,Justin Turner,457759,5235,5235,LAD,3B,3B
3654,Justin Twine,657064,657064,sa828686,FA,SS,SS
3655,Justin Upton,457708,5222,5222,SEA,OF,OF
3656,Justin Verlander,434378,8700,8700,HOU,SP,SP
3657,Justin Vernia,685338,685338,sa3008626,ARI,SP,SP
3658,Justin Washington,689656,689656,sa3011205,FA,OF,OF
3659,Justin Williams,642211,642211,15490,PHI,OF,OF
3660,Justin Williams,681334,681334,sa3017076,HOU,3B,3B
3661,Justin Wilson,458677,4301,4301,CIN,RP,RP
3662,Justin Yeager,687866,687866,sa3010825,ATL,RP,RP
3663,Justin Yurchak,657144,657144,sa915590,LAD,1B,1B
3664,Justus Sheffield,656954,17285,17285,SEA,SP,SP
3665,Justyn-Henry Malloy,669234,669234,sa3017073,ATL,3B,3B
3666,Ka’ai Tom,664789,664789,18136,SF,OF,OF
3667,Kacy Clemens,641459,641459,sa738624,FA,1B,1B
3668,Kade McClure,656701,656701,sa915622,CHW,SP,SP
3669,Kade Scivicque,664767,18132,sa875053,FA,C,C
3670,Kaden Polcovich,687659,687659,sa3014496,SEA,2B,2B
3671,Kadon Morton,683170,683170,sa3010870,ATL,OF,OF
3672,Kahlil Watson,696135,696135,sa3017513,MIA,SS,SS
3673,Kai-Wei Teng,678906,678906,sa3007229,SF,SP,SP
3674,Kainoa Harrison,656508,656508,sa829382,WSH,C,C
3675,Kala’i Rosario,693850,693850,sa3015199,MIN,OF,OF
3676,Kale Emshoff,668860,668860,sa3014934,KC,C,C
3677,Kaleb Cowart,592230,11494,11494,NYY,3B,3B
3678,Kaleb Ort,672391,672391,20061,BOS,RP,RP
3679,Kaleb Roper,656914,656914,sa3010110,CHW,SP,SP
3680,Kaleo Johnson,682162,682162,sa3006935,FA,3B,3B
3681,Kameron Misner,670224,670224,sa3011656,TB,OF,OF
3682,Karan Patel,664711,664711,sa1169765,CHW,SP,SP
3683,Karl Kauffmann,666154,666154,sa3014526,COL,SP,SP
3684,Karsen Lindell,663380,663380,sa875227,CIN,RP,RP
3685,Karson Simas,689302,689302,sa3011739,BOS,2B,2B
3686,Kasey Ford,687271,687271,sa3017099,HOU,RP,RP
3687,Kasey Kalich,685008,685008,sa1169633,KC,RP,RP
3688,Kazuhisa Makita,628318,628318,19757,FA,RP,RP
3689,Ke’Bryan Hayes,663647,663647,18577,PIT,3B,3B
3690,Kea’von Edwards,670205,670205,sa3008109,FA,OF,OF
3691,Kean Wong,642221,642221,15994,FA,2B,2B/OF
3692,Keaton Greenwalt,687469,687469,sa3010714,FA,OF,OF
3693,Keaton Winn,676775,676775,sa3006968,SF,SP,SP
3694,Keegan Akin,669211,669211,19362,BAL,RP,RP
3695,Keegan Curtis,656342,656342,sa3007833,ARI,RP,RP
3696,Keegan McGovern,656708,656708,sa3006710,FA,OF,OF
3697,Keegan Thompson,624522,624522,19795,CHC,SP,SP
3698,Keibert Ruiz,660688,660688,19610,WSH,C,C
3699,Keider Montero,672456,672456,sa3002956,DET,SP,SP
3700,Keiderson Pavon,699206,699206,sa3015811,TEX,3B,3B
3701,Keinner Pina,650658,650658,sa828363,FA,C,C
3702,Keith Curcio,613480,613480,sa829045,FA,OF,OF
3703,Keith Rogalla,657744,657744,sa829753,LAA,RP,RP
3704,Keithron Moss,679736,679736,sa3005599,TEX,2B,2B
3705,Kekai Rios,663519,663519,sa3007282,LAD,C,C
3706,Kellen Strahm,687005,687005,sa3010278,TEX,OF,OF
3707,Kellin Deglan,592256,11348,sa548189,TOR,C,C
3708,Kelvin Bautista,678654,678654,sa3006491,LAD,RP,RP
3709,Kelvin Diaz,692556,692556,sa3016122,BOS,OF,OF
3710,Kelvin Espino,683721,683721,sa3009321,NYY,OF,OF
3711,Kelvin Garcia,678765,678765,sa3005921,FA,OF,OF
3712,Kelvin Gonzalez,666654,666654,sa920544,TEX,RP,RP
3713,Kelvin Gutierrez,642721,642721,17468,BAL,3B,3B
3714,Kelvin Herrera,516969,6033,6033,FA,RP,RP
3715,Kelvin Marte,517629,5200,5200,FA,SP,SP
3716,Kelvin Melean,665913,665913,sa917141,SD,SS,SS
3717,Kelvin Pena,682457,682457,sa3008083,ATL,C,C
3718,Ken Giles,571704,12910,12910,SEA,RP,RP
3719,Ken Waldichuk,686610,686610,sa1115814,NYY,SP,SP
3720,Kendall Graveman,608665,15514,15514,CHW,RP,RP
3721,Kendall Simmons,669227,669227,sa3006867,PHI,SS,SS
3722,Kendall Williams,683086,683086,sa3011674,LAD,SP,SP
3723,Kendry Rojas,696070,696070,sa3016746,TOR,SP,SP
3724,Kendrys Morales,434778,8610,8610,FA,1B,1B
3725,Kenedy Corona,685744,685744,sa3009845,HOU,OF,OF
3726,Kenen Irizarry,681515,681515,sa3007310,FA,2B,2B
3727,Kenley Jansen,445276,3096,3096,ATL,RP,RP
3728,Kenlly Montas,664276,664276,sa917471,NYY,RP,RP
3729,Kenneth Betancourt,672826,672826,sa3003350,LAD,2B,2B
3730,Kennie Taylor,663772,663772,sa1169940,MIN,OF,OF
3731,Kenny Castillo,700341,700341,sa3015863,ARI,C,C
3732,Kenny Hernandez,665789,665789,sa943755,ARI,SP,SP
3733,Kenny Rosenberg,670046,670046,20009,LAA,SP,SP
3734,Kent Emanuel,592288,592288,15849,PHI,RP,RP
3735,Kent Hasler,694642,694642,sa3015089,MIL,RP,RP
3736,Kenta Maeda,628317,18498,18498,MIN,SP,SP
3737,Kenyi Perez,695990,695990,sa3016008,CHC,SP,SP
3738,Kenyon Yovan,668719,668719,sa3016839,LAA,1B,1B
3739,Keon Broxton,542979,9253,9253,FA,OF,OF
3740,Keone Kela,605309,14696,14696,ARI,RP,RP
3741,Keoni Cavaco,686577,686577,sa3010706,MIN,SS,SS
3742,Kerry Carpenter,681481,681481,sa3010689,DET,OF,OF
3743,Kervin Castro,665645,665645,21656,SF,RP,RP
3744,Kervin Pichardo,682775,682775,sa3011260,SD,SS,SS
3745,Keshawn Rombley,692398,692398,sa3015617,STL,OF,OF
3746,Keston Hiura,669374,669374,20003,MIL,1B,1B/2B
3747,Ketel Marte,606466,13613,13613,ARI,2B/OF,2B/OF
3748,Keury Mella,622492,622492,15964,FA,RP,RP
3749,Kevan Smith,607345,12284,12284,FA,C,C
3750,Kevin Alcantara,682634,682634,sa3008752,CHC,OF,OF
3751,Kevin Coulter,663892,663892,sa3010115,CLE,RP,RP
3752,Kevin Cron,605196,605196,16211,FA,DH,DH
3753,Kevin Folman,683039,683039,sa3008462,CHW,SP,SP
3754,Kevin Gadea,640737,640737,sa735841,NYM,RP,RP
3755,Kevin Gausman,592332,14107,14107,TOR,SP,SP
3756,Kevin Ginkel,656464,656464,19876,ARI,RP,RP
3757,Kevin Gowdy,666151,666151,sa917928,TEX,SP,SP
3758,Kevin Guerrero,698931,698931,sa3015737,BAL,OF,OF
3759,Kevin Herget,643361,643361,sa738986,TB,SP,SP
3760,Kevin Holcomb,687623,687623,sa3011247,HOU,RP,RP
3761,Kevin Infante,683598,683598,sa3010877,FA,OF,OF
3762,Kevin Kelly,687330,687330,sa3009999,CLE,RP,RP
3763,Kevin Kendall,675974,675974,sa3017212,NYM,SS,SS
3764,Kevin Kiermaier,595281,11038,11038,TB,OF,OF
3765,Kevin Kopps,667434,667434,sa3017005,SD,RP,RP
3766,Kevin Kramer,596012,596012,17689,FA,2b,2b
3767,Kevin Lenik,667595,667595,sa919332,FA,RP,RP
3768,Kevin Made,691183,691183,sa3014679,CHC,SS,SS
3769,Kevin Magee,681825,681825,sa3006829,FA,SP,SP
3770,Kevin Maitan,670867,670867,sa969045,LAA,SS,SS
3771,Kevin Marrero,693706,693706,sa3015675,MIN,OF,OF
3772,Kevin McCanna,621153,621153,sa658530,ARI,SP,SP
3773,Kevin McCarthy,641838,15240,15240,FA,RP,RP
3774,Kevin Merrell,656736,656736,sa915707,MIN,SS,SS
3775,Kevin Milam,687344,687344,sa3010819,NYY,RP,RP
3776,Kevin Newman,621028,621028,17696,PIT,SS,2B/SS
3777,Kevin Nivar,678817,678817,sa3005768,FA,2B,2B
3778,Kevin Padlo,656821,656821,16593,SF,3b,3b
3779,Kevin Pillar,607680,12434,12434,LAD,OF,OF
3780,Kevin Plawecki,608700,13807,13807,BOS,C,C
3781,Kevin Quackenbush,534812,12360,12360,FA,RP,RP
3782,Kevin Richards,670863,670863,sa3004880,OAK,OF,OF
3783,Kevin Sanchez,665975,665975,sa917767,PIT,OF,OF
3784,Kevin Santa,667576,667576,sa3004252,FA,SS,SS
3785,Kevin Smith,675656,675656,20242,OAK,3B,SS/3B
3786,Kevin Smith,663325,663325,sa3007710,BAL,SP,SP
3787,Kevin Strohschein,680959,680959,sa3010859,WSH,OF,OF
3788,Kevin Vicuna,660631,660631,sa872466,PHI,SS,SS
3789,Kevin Villavicencio,692944,692944,sa3015673,NYM,SS,SS
3790,Kevin Watson,675982,675982,sa3005151,LAA,OF,OF
3791,Kevin Williams,676692,676692,sa3002725,FA,OF,OF
3792,Kevonte Mitchell,656748,656748,sa829059,FA,OF,OF
3793,Keyber Rodriguez,677601,677601,sa3005488,TEX,SS,SS
3794,Keylan Killgore,681154,681154,sa3008069,PHI,RP,RP
3795,Keynan Middleton,641871,641871,15264,ARI,RP,RP
3796,Keyshawn Askew,681094,681094,sa3017916,NYM,SP,SP
3797,Khalil Lee,666137,666137,19952,NYM,OF,OF
3798,Khris Davis,501981,9112,9112,FA,DH,DH
3799,Kingston Liniak,669460,669460,sa3007020,DET,OF,OF
3800,Kirby Snead,669912,669912,19179,OAK,RP,RP
3801,Kirby Yates,489446,9073,9073,ATL,RP,RP
3802,Kirkland McCarty,668948,668948,20555,CLE,RP,RP
3803,Kit Scheetz,677415,677415,sa873684,HOU,RP,RP
3804,Kleiver Lopez,699118,699118,sa3016167,LAA,2B,2B
3805,Koda Glover,606983,17695,17695,FA,RP,RP
3806,Kodi Medeiros,656727,656727,sa828664,LAA,RP,RP
3807,Kodi Whitley,676831,676831,19731,STL,RP,RP
3808,Kody Clemens,665019,665019,20572,DET,2B,2B
3809,Kody Funderburk,681892,681892,sa3007780,MIN,SP,SP
3810,Kody Hoese,682210,682210,sa3010021,LAD,3B,3B
3811,Kohei Arihara,685503,685503,27505,TEX,SP,SP
3812,Kohl Franklin,681673,681673,sa3008335,CHC,SP,SP
3813,Kohl Simas,702030,702030,sa3016949,CHW,SP,SP
3814,Kohl Stewart,640464,640464,15502,FA,SP,SP
3815,Kolby Allard,663465,663465,18694,TEX,RP,RP
3816,Kolby Kubichek,681443,681443,sa3017271,NYM,SP,SP
3817,Kole Calhoun,594777,11200,11200,TEX,OF,OF
3818,Kole Cottam,663526,663526,sa3006780,BOS,C,C
3819,Kolten Wong,543939,12532,12532,MIL,2B,2B
3820,Kona Quiggle,669096,669096,sa3010588,FA,OF,OF
3821,Konner Wade,592831,592831,14655,SEA,RP,RP
3822,Konnor Pilkington,663455,663455,21453,CLE,SP,SP
3823,Korey Holland,680690,680690,sa3008249,CLE,OF,OF
3824,Korey Lee,686676,686676,sa3010034,HOU,C,C
3825,Korry Howell,676759,676759,sa3008238,SD,OF,OF
3826,Kort Peterson,667651,667651,sa874104,KC,OF,OF
3827,Kramer Robertson,670298,670298,20022,ATL,SS,SS
3828,Kris Bryant,592178,15429,15429,COL,3B/OF,1B/3B/ OF
3829,Kris Bubic,663460,663460,21455,KC,RP,RP
3830,Kris Negron,502117,5306,5306,FA,OF,OF
3831,Kristian Cardozo,691258,691258,sa3014706,SEA,SP,SP
3832,Kristian Robinson,677565,677565,,ARI,OF,OF
3833,Kristin Munroe,700726,700726,sa3016807,LAA,3B,3B
3834,Kumar Nambiar,687643,687643,sa3010666,OAK,SP,SP
3835,Kungkuan Giljegiljaw,644375,644375,sa830277,FA,C,C
3836,Kurt Suzuki,435559,8259,8259,LAA,C,C
3837,Kutter Crawford,676710,676710,20531,BOS,RP,RP
3838,Kwan Adkins,656182,656182,sa3007000,SF,OF,OF
3839,Kwang Hyun Kim,547942,547942,27458,FA,SP,SP
3840,Ky Bush,681066,681066,sa3017386,LAA,SP,SP
3841,Kyle Backhus,679775,679775,sa3017068,ARI,SP,SP
3842,Kyle Barraclough,607457,13713,13713,LAA,RP,RP
3843,Kyle Bird,613317,613317,16618,SEA,RP,RP
3844,Kyle Bradish,680694,680694,24586,BAL,SP,SP
3845,Kyle Brnovich,686599,686599,sa3014923,BAL,SP,SP
3846,Kyle Cody,621129,621129,19686,TEX,RP,RP
3847,Kyle Crick,605195,13182,13182,CHW,RP,RP
3848,Kyle Datres,663979,663979,sa3008029,COL,2B,2B
3849,Kyle Dohy,675971,675971,20334,PHI,RP,RP
3850,Kyle Dowdy,664871,664871,19285,CIN,RP,RP
3851,Kyle Farmer,571657,14813,14813,CIN,SS,1B/SS/ 3B
3852,Kyle Finnegan,640448,640448,15009,WSH,RP,RP
3853,Kyle Freeland,607536,607536,16256,COL,SP,SP
3854,Kyle Funkhouser,608335,608335,19456,DET,RP,RP
3855,Kyle Garlick,664247,664247,18063,MIN,OF,OF
3856,Kyle Gibson,502043,10123,10123,PHI,SP,SP
3857,Kyle Glogoski,667236,667236,sa3007464,PHI,SP,SP
3858,Kyle Gruller,695779,695779,sa3015387,HOU,RP,RP
3859,Kyle Harrison,690986,690986,sa3014513,SF,SP,SP
3860,Kyle Hart,606996,606996,19646,BOS,SP,SP
3861,Kyle Heidt,656525,656525,sa827195,FA,SS,SS
3862,Kyle Hendricks,543294,12049,12049,CHC,SP,SP
3863,Kyle Higashioka,543309,5517,5517,NYY,C,C
3864,Kyle Hill,663540,663540,sa3009922,SEA,RP,RP
3865,Kyle Holder,664060,664060,sa857840,COL,SS,SS
3866,Kyle Hurt,669165,669165,sa3016453,LAD,SP,SP
3867,Kyle Isbel,664728,664728,21614,KC,OF,OF
3868,Kyle Johnson,670721,670721,sa921678,CHC,RP,RP
3869,Kyle Johnston,656594,656594,sa3004571,TOR,RP,RP
3870,Kyle Kasser,681143,681143,sa3006916,LAA,2B,2B
3871,Kyle Keller,664918,664918,18890,FA,SP,SP
3872,Kyle Kubat,665417,665417,sa827380,CHW,RP,RP
3873,Kyle Leahy,681517,681517,sa3007241,STL,SP,SP
3874,Kyle Lewis,641786,641786,19508,SEA,OF,OF
3875,Kyle Lobstein,543456,9178,9178,FA,RP,RP
3876,Kyle MacDonald,647278,647278,sa1170553,FA,1B,1B
3877,Kyle Manzardo,700932,700932,sa3017342,TB,1B,1B
3878,Kyle Marinconz,676327,676327,sa3007638,FA,2B,2B
3879,Kyle Marman,663613,663613,sa3008668,CLE,RP,RP
3880,Kyle McCann,668832,668832,sa1159677,OAK,C,C
3881,Kyle McGowin,641851,641851,15071,FA,RP,RP
3882,Kyle McPherson,676819,676819,sa3004696,FA,2B,2B
3883,Kyle McPherson,519015,5009,,TB,SP,SP
3884,Kyle Molnar,663739,663739,sa3014909,LAA,RP,RP
3885,Kyle Mottice,682569,682569,sa3007655,FA,2B,2B
3886,Kyle Muller,666205,666205,20167,ATL,SP,SP
3887,Kyle Nelson,669459,669459,20515,ARI,RP,RP
3888,Kyle Nicolas,693312,693312,sa3014523,PIT,SP,SP
3889,Kyle Ryan,594986,11753,11753,STL,RP,RP
3890,Kyle Schmidt,686619,686619,sa3010707,MIN,C,C
3891,Kyle Schwarber,656941,16478,16478,PHI,OF,1B/OF
3892,Kyle Seager,572122,9785,9785,FA,3B,3B
3893,Kyle Stowers,669065,669065,sa1115829,BAL,OF,OF
3894,Kyle Tucker,663656,663656,18345,HOU,OF,OF
3895,Kyle Tyler,667725,667725,22092,FA,RP,RP
3896,Kyle Virbitsky,680223,680223,sa3017491,OAK,SP,SP
3897,Kyle Whitten,671093,671093,sa3016936,TB,RP,RP
3898,Kyle Wilkie,668740,668740,sa3010270,FA,C,C
3899,Kyle Wright,657140,657140,19665,ATL,SP,SP
3900,Kyle Young,669925,669925,sa918488,PHI,SP,SP
3901,Kyle Zimmer,622092,14169,14169,CIN,SP,SP
3902,Kyle Zurak,676622,676622,sa3004864,NYY,RP,RP
3903,Kyler Castillo,689763,689763,sa3017373,MIA,OF,OF
3904,Kyler Fedko,693459,693459,sa3017561,MIN,OF,OF
3905,Kyren Paris,677347,677347,sa3011768,LAA,SS,SS
3906,Lachlan Wells,649143,649143,sa877857,FA,SP,SP
3907,Lael Lockhart,679712,679712,sa3017502,LAD,RP,RP
3908,Lake Bachar,669199,669199,sa917993,SD,SP,SP
3909,Lamar Sparks,676473,676473,sa3004932,FA,OF,OF
3910,LaMonte Wade Jr.,664774,664774,18126,SF,1B/OF,1B/OF
3911,Lance Lynn,458681,2520,2520,CHW,SP,SP
3912,Lance McCullers Jr.,621121,14120,14120,HOU,SP,SP
3913,Landen Roupp,694738,694738,sa3017869,SF,RP,RP
3914,Landon Knack,689017,689017,sa3014518,FA,SP,SP
3915,Landon Marceaux,669465,669465,sa3017913,LAA,SP,SP
3916,Landon Stephens,686677,686677,sa3014884,ATL,OF,OF
3917,Lane Adams,572669,10767,10767,FA,OF,OF
3918,Lane Ramsey,682010,682010,sa3006774,CHW,RP,RP
3919,Lane Thomas,657041,657041,16939,WSH,OF,OF
3920,Lars Nootbaar,663457,663457,21454,STL,OF,OF
3921,Larson Kindreich,695465,695465,sa3017505,TEX,SP,SP
3922,Lawrence Butler,671732,671732,sa3006873,OAK,OF,OF
3923,Layant Tapia,692596,692596,sa3015652,CHW,SS,SS
3924,Layne Henderson,668203,668203,sa3007718,HOU,RP,RP
3925,Laz Rivera,650528,650528,sa3004128,CHW,2B,2B
3926,Lazaro Alonso,672906,672906,sa3002722,FA,1B,1B
3927,Lazaro Armenteros,670860,670860,sa969091,OAK,OF,OF
3928,Lazaro Benitez,682844,682844,sa3008819,DET,OF,OF
3929,Lazaro Estrada,681751,681751,sa3005471,TOR,SP,SP
3930,Lazaro Leal,684708,684708,sa3008940,CHW,OF,OF
3931,Lazaro Montes,703155,703155,,SEA,,
3932,Leandro Arias,703202,703202,,BAL,,
3933,Leandro Cedeno,660681,660681,sa873307,ARI,C,C
3934,Leandro Emiliani,678247,678247,sa3006897,WSH,1B,1B
3935,Leandro Pineda,683610,683610,sa3008905,PHI,OF,OF
3936,LeDarious Clark,621429,621429,sa875568,FA,OF,OF
3937,Lency Delgado,680894,680894,sa3006913,FA,SS,SS
3938,Lenyn Sosa,672820,672820,sa3004051,CHW,2B,2B
3939,Leobaldo Cabrera,660659,660659,sa872551,MIN,OF,OF
3940,Leodany Perez,686742,686742,sa3008956,FA,OF,OF
3941,Leody Taveras,665750,665750,18900,TEX,OF,OF
3942,Leon Biegalski,664928,664928,sa873983,FA,SP,SP
3943,Leonard Jones,695292,695292,sa3014840,SL,OF,OF
3944,Leonardo Balcazar,699114,699114,sa3015798,CIN,SS,SS
3945,Leonardo Bernal,699024,699024,sa3015773,STL,C,C
3946,Leonardo Crawford,660587,660587,sa872530,FA,SP,SP
3947,Leonardo Jimenez,677870,677870,sa3006891,TOR,SS,SS
3948,Leonardo Rivas,660844,660844,sa872542,CIN,SS,SS
3949,Leonardo Rodriguez,673164,673164,sa3003058,BAL,RP,RP
3950,Leonardo Seminati,682504,682504,sa3008298,CIN,1B,1B
3951,Leonel Espinoza,696083,696083,sa3015735,CHC,OF,OF
3952,Leonel Valera,665987,665987,sa917320,LAD,2B,2B
3953,Leonys Martin,547982,11846,11846,FA,OF,OF
3954,Leosdany Molina,702416,702416,sa3015874,HOU,SS,SS
3955,Lester Madden,683774,683774,sa3008603,OAK,OF,OF
3956,Leugim Castillo,676108,676108,sa3005128,FA,OF,OF
3957,Leury Garcia,544725,5913,5913,CHW,2B/OF,2B/SS/ 3B/OF
3958,Levi Jordan,682119,682119,sa3007976,CHC,2B,2B
3959,Levi Kelly,669189,669189,sa3008500,ARI,SP,SP
3960,Levi Prater,686246,686246,sa3014861,STL,SP,SP
3961,Levi Stoudt,686651,686651,sa3014545,SEA,SP,SP
3962,Lewin De La Cruz,692548,692548,sa3015640,ARI,SS,SS
3963,Lewin Diaz,650331,650331,18365,MIA,1B,1B
3964,Lewis Brinson,621446,14352,14352,HOU,OF,OF
3965,Lewis Thorpe,626929,626929,15906,FA,RP,RP
